crime_id,crime_type,date_time,latitude,longitude,location,day_of_week,time_of_day,season,weather,past_crime_rate,police_stations_nearby,prediction_label,hour,dbscan_cluster
2563,Theft,2024-06-15 23:12:00,28.520090404585588,77.05669354777629,Industrial Zone,Saturday,Evening,Spring,Clear,0.6005920710833259,4,0,23,27
2564,Drug Offense,2022-10-14 01:12:00,28.52916073414716,77.36030814533186,Suburb B,Friday,Night,Spring,Rainy,0.7616090099836461,3,1,1,-1
2565,Drug Offense,2022-02-21 23:37:00,28.66114931305305,77.25015257817726,University Area,Monday,Evening,Fall,Rainy,0.6730926538568194,1,0,23,-1
2566,Theft,2023-05-04 15:24:00,28.618116197619177,77.44704976805308,Train Station,Thursday,Afternoon,Winter,Cloudy,0.7629464842895,5,1,15,-1
2567,Vandalism,2022-05-10 17:41:00,28.59295372922242,77.45993546706526,Industrial Zone,Tuesday,Afternoon,Summer,Snowy,0.616064301051553,5,0,17,-1
2568,Homicide,2023-09-23 15:34:00,28.61240179956349,77.0275782953009,Suburb B,Saturday,Afternoon,Summer,Rainy,0.523806189213744,2,0,15,25
2569,Homicide,2024-07-09 00:02:00,28.821393097318754,77.41032078017724,Suburb B,Tuesday,Night,Spring,Snowy,0.7862827269488444,5,1,0,-1
2570,Burglary,2023-11-26 01:21:00,28.87169122145274,77.01884869521133,Suburb B,Sunday,Night,Spring,Clear,0.667927157930416,5,0,1,-1
2571,Homicide,2022-03-29 12:07:00,28.662041077811026,77.18358481284751,Mall,Tuesday,Afternoon,Winter,Rainy,0.5909707008742169,1,0,12,-1
2572,Burglary,2023-03-10 20:42:00,28.862444400853,77.27114998781055,Suburb B,Friday,Evening,Summer,Clear,0.6619677830390169,3,0,20,-1
2573,Homicide,2024-12-07 14:43:00,28.62859828049915,77.07405039931356,Suburb B,Saturday,Afternoon,Spring,Rainy,0.5246401007238725,5,0,14,-1
2574,Assault,2022-11-02 23:37:00,28.690574794537515,77.37315690628454,Park,Wednesday,Evening,Winter,Foggy,0.9752211170450517,2,1,23,-1
2575,Vandalism,2023-04-23 02:02:00,28.5904115991264,77.00417735208607,Industrial Zone,Sunday,Night,Winter,Cloudy,0.7905739574866302,3,1,2,-1
2576,Robbery,2022-10-17 15:41:00,28.756190416870336,77.08429952421702,Train Station,Monday,Afternoon,Winter,Cloudy,0.9073843406735124,2,1,15,-1
2577,Burglary,2022-02-09 15:58:00,28.89159244606992,77.29039841492674,Suburb B,Wednesday,Afternoon,Spring,Cloudy,0.7115590987738651,5,0,15,-1
2578,Assault,2022-04-04 07:44:00,28.74139723841735,77.35719378101865,Park,Monday,Morning,Spring,Clear,0.9516573337830928,3,1,7,-1
2579,Theft,2022-09-25 00:11:00,28.64312563364542,77.45832155134696,Suburb B,Sunday,Night,Spring,Snowy,0.7416591107761267,5,0,0,-1
2580,Vandalism,2022-04-13 09:52:00,28.75912697839621,77.35274832596731,Commercial Hub,Wednesday,Morning,Fall,Cloudy,0.7869726611003347,1,1,9,-1
2581,Vandalism,2022-07-19 14:39:00,28.549168271386154,77.33588963512743,Downtown,Tuesday,Afternoon,Fall,Rainy,0.7458969900313284,3,0,14,-1
2582,Burglary,2022-12-16 18:04:00,28.85546363210616,77.19717057317533,Commercial Hub,Friday,Evening,Fall,Rainy,0.8666391479338258,2,1,18,-1
2583,Burglary,2022-08-06 03:31:00,28.701233580311936,77.0006422127634,University Area,Saturday,Night,Spring,Foggy,0.7833280388010312,1,1,3,-1
2584,Fraud,2023-03-28 02:51:00,28.679739896815857,77.0600796293678,Train Station,Tuesday,Night,Spring,Clear,0.6357994617901989,4,0,2,-1
2585,Homicide,2023-02-20 13:21:00,28.734345915381407,77.26727727237802,Suburb A,Monday,Afternoon,Fall,Rainy,0.5727697656613231,2,0,13,-1
2586,Theft,2024-04-03 10:07:00,28.74991354511576,77.33756494292221,Suburb A,Wednesday,Morning,Summer,Rainy,0.8030621944414889,5,1,10,-1
2587,Theft,2022-10-09 10:53:00,28.528710322490603,77.20872414194824,Mall,Sunday,Morning,Summer,Foggy,0.7445899807735181,2,0,10,-1
2588,Drug Offense,2023-03-13 01:37:00,28.77304688848936,77.3653395057642,Downtown,Monday,Night,Summer,Foggy,0.5479878483480565,4,0,1,14
2589,Assault,2022-12-22 10:04:00,28.59677267212621,77.26093114766608,Suburb A,Thursday,Morning,Summer,Snowy,0.6978087328966343,2,0,10,-1
2590,Robbery,2022-09-05 08:09:00,28.78558105300264,77.03708809779715,Suburb A,Monday,Morning,Fall,Snowy,0.7573882110002268,1,1,8,-1
2591,Assault,2024-04-30 05:44:00,28.82901391775368,77.09600812548398,Train Station,Tuesday,Night,Winter,Snowy,0.913446616912795,2,1,5,-1
2592,Fraud,2024-01-28 17:10:00,28.821583403021005,77.41999911162198,University Area,Sunday,Afternoon,Winter,Rainy,0.5380505279166812,3,0,17,-1
2593,Drug Offense,2024-06-17 07:59:00,28.721000386963155,77.36245637331221,Mall,Monday,Morning,Summer,Foggy,0.6742476741230015,4,0,7,-1
2594,Theft,2022-03-25 04:06:00,28.7080679569243,77.44738099350624,Train Station,Friday,Night,Spring,Clear,0.9113280613551926,2,1,4,-1
2595,Homicide,2024-02-10 05:01:00,28.557150384535763,77.05877862456047,Suburb B,Saturday,Night,Summer,Snowy,0.8242119658857894,4,1,5,-1
2596,Homicide,2024-09-24 02:00:00,28.81013846016125,77.49511126730754,Suburb B,Tuesday,Night,Summer,Cloudy,0.6449791609018933,1,0,2,-1
2597,Robbery,2022-01-15 05:59:00,28.60856375217869,77.10470335697497,Downtown,Saturday,Night,Winter,Rainy,0.9226675610113212,3,1,5,-1
2598,Homicide,2022-07-02 22:41:00,28.698678169127177,77.00588993814333,Park,Saturday,Evening,Spring,Clear,0.7466467902813462,5,0,22,-1
2599,Homicide,2023-08-05 13:44:00,28.61370963717101,77.49871146952678,Downtown,Saturday,Afternoon,Winter,Rainy,0.7491759456552303,2,0,13,-1
2600,Assault,2024-09-01 22:08:00,28.553531345199875,77.14053694272256,Suburb A,Sunday,Evening,Spring,Snowy,0.9882936696001922,1,1,22,-1
2601,Theft,2023-02-27 04:40:00,28.751823078756694,77.33400972625628,Train Station,Monday,Night,Fall,Rainy,0.9735582516181892,4,1,4,-1
2602,Homicide,2023-07-09 16:28:00,28.52173281392916,77.08834115708815,Downtown,Sunday,Afternoon,Winter,Snowy,0.679266341684922,4,0,16,-1
2603,Theft,2024-04-23 07:11:00,28.79945809365048,77.29011426609956,Industrial Zone,Tuesday,Morning,Fall,Rainy,0.5702895643315411,1,0,7,-1
2604,Drug Offense,2022-03-19 19:11:00,28.627034718104447,77.45201749322727,Mall,Saturday,Evening,Fall,Snowy,0.6628333661390471,2,0,19,-1
2605,Assault,2024-10-20 19:05:00,28.5000538772018,77.16009058371422,Park,Sunday,Evening,Summer,Foggy,0.515241630155694,5,0,19,-1
2606,Burglary,2023-09-09 11:26:00,28.704451655694893,77.33512698802218,Park,Saturday,Morning,Spring,Foggy,0.5103839433551955,2,0,11,-1
2607,Burglary,2022-01-10 17:15:00,28.51874076341104,77.0939517943992,Suburb B,Monday,Afternoon,Winter,Foggy,0.6977610681257096,3,0,17,0
2608,Drug Offense,2023-01-29 03:33:00,28.61046782312836,77.31239769935937,Commercial Hub,Sunday,Night,Summer,Foggy,0.9705099113486172,2,1,3,-1
2609,Assault,2022-07-15 19:23:00,28.782790594982284,77.16822517590876,Industrial Zone,Friday,Evening,Winter,Foggy,0.935678670616104,3,1,19,-1
2610,Robbery,2024-11-05 07:29:00,28.525075848648747,77.10560412929398,Park,Tuesday,Morning,Fall,Cloudy,0.7557214169588116,4,1,7,-1
2611,Fraud,2023-03-03 08:03:00,28.8357353969424,77.15659102535182,Train Station,Friday,Morning,Winter,Rainy,0.7826131905854153,3,1,8,-1
2612,Vandalism,2023-02-01 03:50:00,28.50152796906343,77.0894205342539,Train Station,Wednesday,Night,Winter,Foggy,0.5029667483730282,5,0,3,-1
2613,Drug Offense,2022-11-02 21:54:00,28.59872954768076,77.45095805391894,Train Station,Wednesday,Evening,Summer,Cloudy,0.6077505779168828,1,0,21,-1
2614,Theft,2024-08-29 15:11:00,28.79636162246083,77.19859344315856,Downtown,Thursday,Afternoon,Spring,Cloudy,0.5123870634671919,3,0,15,20
2615,Drug Offense,2022-11-24 21:59:00,28.626508059891723,77.12263965248718,Train Station,Thursday,Evening,Winter,Rainy,0.8772697663476938,2,1,21,-1
2616,Vandalism,2022-03-30 01:41:00,28.540756955226406,77.22420392050796,Industrial Zone,Wednesday,Night,Fall,Rainy,0.5728228980132488,3,0,1,-1
2617,Robbery,2024-01-16 09:13:00,28.64409356752017,77.16026808340325,Suburb B,Tuesday,Morning,Fall,Snowy,0.9345235512384084,4,1,9,-1
2618,Drug Offense,2024-06-09 08:21:00,28.60815731455381,77.37220962690667,Commercial Hub,Sunday,Morning,Summer,Snowy,0.8216621568378941,3,1,8,-1
2619,Assault,2024-07-17 01:06:00,28.837084760864222,77.48560995594275,Suburb A,Wednesday,Night,Fall,Foggy,0.6147093382578567,5,0,1,-1
2620,Theft,2022-04-18 17:11:00,28.625339167034056,77.21901682834883,Park,Monday,Afternoon,Winter,Clear,0.5788601585416249,3,0,17,-1
2621,Vandalism,2022-11-20 00:31:00,28.8155729887104,77.43051669998611,Mall,Sunday,Night,Spring,Snowy,0.8138123504615266,5,1,0,-1
2622,Homicide,2024-11-20 03:04:00,28.85674885792429,77.28293153677981,Commercial Hub,Wednesday,Night,Winter,Clear,0.9504184901411618,2,1,3,-1
2623,Burglary,2023-04-27 23:28:00,28.67352696783061,77.07861783254711,Suburb B,Thursday,Evening,Summer,Snowy,0.8591801094571908,4,1,23,-1
2624,Fraud,2023-10-30 13:12:00,28.863977257541755,77.34531137104067,Train Station,Monday,Afternoon,Fall,Cloudy,0.6742733258016889,1,0,13,-1
2625,Drug Offense,2023-10-30 07:49:00,28.65092722158528,77.25671724856291,Downtown,Monday,Morning,Winter,Cloudy,0.7936917976343236,2,1,7,34
2626,Drug Offense,2022-08-14 10:14:00,28.88563136659604,77.32530326162605,Suburb B,Sunday,Morning,Winter,Cloudy,0.6553808476862106,2,0,10,-1
2627,Vandalism,2022-07-20 07:47:00,28.535715809810227,77.44484370628584,Mall,Wednesday,Morning,Fall,Clear,0.9995747833893294,1,1,7,-1
2628,Fraud,2024-04-24 06:24:00,28.774807706601297,77.22021728532802,Suburb A,Wednesday,Morning,Spring,Foggy,0.8744195942309256,3,1,6,-1
2629,Drug Offense,2023-03-28 02:30:00,28.69752561618277,77.45058881160868,Mall,Tuesday,Night,Spring,Snowy,0.8071908198783768,3,1,2,-1
2630,Robbery,2024-09-19 01:56:00,28.65505952218226,77.37533450714082,Downtown,Thursday,Night,Spring,Snowy,0.7116295713829146,3,0,1,-1
2631,Burglary,2024-06-11 04:13:00,28.75308475149944,77.24430246293899,Industrial Zone,Tuesday,Night,Fall,Clear,0.8090761451297787,4,1,4,-1
2632,Vandalism,2024-07-20 05:24:00,28.78154283665373,77.30161106782899,University Area,Saturday,Night,Winter,Cloudy,0.6708080312336674,2,0,5,-1
2633,Assault,2024-02-04 04:29:00,28.501745307860123,77.1627905662595,Train Station,Sunday,Night,Summer,Foggy,0.5144324197290153,5,0,4,-1
2634,Theft,2023-02-02 20:22:00,28.56678123549888,77.49179864986938,Suburb B,Thursday,Evening,Winter,Snowy,0.6975442611783165,1,0,20,-1
2635,Burglary,2023-07-07 06:21:00,28.785218420253727,77.3336755815252,Mall,Friday,Morning,Fall,Foggy,0.9652404097899334,2,1,6,-1
2636,Fraud,2022-09-18 01:44:00,28.76655416543128,77.02192342624832,Industrial Zone,Sunday,Night,Fall,Foggy,0.8131505473869329,3,1,1,-1
2637,Fraud,2022-05-03 08:08:00,28.88641900205147,77.163310952874,Commercial Hub,Tuesday,Morning,Winter,Rainy,0.5419778515354507,1,0,8,-1
2638,Burglary,2022-08-16 14:29:00,28.804415116100312,77.31165721687952,Park,Tuesday,Afternoon,Fall,Foggy,0.942496806697513,5,1,14,-1
2639,Homicide,2024-05-06 05:48:00,28.88030908309253,77.02816663889962,Suburb B,Monday,Night,Winter,Rainy,0.6344374246707574,2,0,5,-1
2640,Assault,2023-12-05 07:56:00,28.781016200613923,77.01194209565958,Park,Tuesday,Morning,Winter,Clear,0.6218847465413637,2,0,7,-1
2641,Drug Offense,2023-08-28 19:10:00,28.61922088345577,77.2250121197639,Downtown,Monday,Evening,Spring,Cloudy,0.6485454843901604,4,0,19,-1
2642,Assault,2022-12-15 18:35:00,28.542145968900343,77.16634508984633,Park,Thursday,Evening,Fall,Rainy,0.7886011180629787,2,1,18,-1
2643,Drug Offense,2023-04-16 02:26:00,28.812729545337973,77.21914930401658,Park,Sunday,Night,Fall,Foggy,0.7723440467169883,2,1,2,-1
2644,Drug Offense,2024-12-04 15:55:00,28.757659688590365,77.13134665494,University Area,Wednesday,Afternoon,Spring,Cloudy,0.7457068773114408,5,0,15,22
2645,Fraud,2023-03-20 18:30:00,28.51927440495732,77.08235887347149,Commercial Hub,Monday,Evening,Spring,Foggy,0.8587684317563136,5,1,18,-1
2646,Drug Offense,2024-08-05 08:00:00,28.64402018636039,77.34457167849017,Mall,Monday,Morning,Spring,Foggy,0.6582688656674796,1,0,8,-1
2647,Burglary,2024-05-26 23:55:00,28.88271992619371,77.2572855581339,University Area,Sunday,Evening,Summer,Rainy,0.8910322607862156,3,1,23,4
2648,Homicide,2023-05-21 07:20:00,28.70016045828408,77.10007710562468,Downtown,Sunday,Morning,Fall,Clear,0.5876608391892996,5,0,7,13
2649,Drug Offense,2024-06-08 18:14:00,28.67309165440788,77.15979471313,University Area,Saturday,Evening,Winter,Foggy,0.8913103945385046,1,1,18,-1
2650,Burglary,2022-11-02 18:57:00,28.68307984206372,77.29590395383167,Downtown,Wednesday,Evening,Winter,Rainy,0.8319050526251415,2,1,18,-1
2651,Theft,2022-01-11 13:02:00,28.583553089602063,77.03611467413624,University Area,Tuesday,Afternoon,Winter,Foggy,0.8416041547737932,1,1,13,-1
2652,Fraud,2022-03-24 15:46:00,28.64748286834592,77.07372650463309,Suburb B,Thursday,Afternoon,Fall,Cloudy,0.7407766985636299,1,0,15,-1
2653,Robbery,2024-10-29 01:27:00,28.64792530239487,77.0366228020537,University Area,Tuesday,Night,Summer,Clear,0.8335007663404324,1,1,1,-1
2654,Assault,2024-12-23 12:30:00,28.52094200807499,77.40615866635706,University Area,Monday,Afternoon,Fall,Foggy,0.5398985232797286,1,0,12,-1
2655,Vandalism,2022-07-20 14:31:00,28.807027051407168,77.376204616606,Downtown,Wednesday,Afternoon,Fall,Clear,0.9257755585246836,5,1,14,-1
2656,Assault,2023-05-08 02:35:00,28.66660177276156,77.37665646593963,Mall,Monday,Night,Fall,Clear,0.527773616743823,3,0,2,-1
2657,Assault,2022-01-26 22:46:00,28.82887195472657,77.35816267173801,Park,Wednesday,Evening,Fall,Cloudy,0.5743707549357487,1,0,22,-1
2658,Homicide,2024-04-12 06:08:00,28.84013920044796,77.33469271183493,Suburb A,Friday,Morning,Fall,Cloudy,0.7883948542486181,4,1,6,-1
2659,Robbery,2024-01-05 09:15:00,28.584797621879463,77.23849595768908,Suburb A,Friday,Morning,Summer,Snowy,0.8697057277283458,2,1,9,-1
2660,Vandalism,2022-07-05 00:30:00,28.76294139286805,77.32113908175356,Commercial Hub,Tuesday,Night,Spring,Clear,0.5381257821731267,2,0,0,-1
2661,Homicide,2023-09-17 05:45:00,28.6889127216652,77.01918077739398,Suburb A,Sunday,Night,Winter,Foggy,0.96038240706116,2,1,5,-1
2662,Robbery,2024-07-29 18:47:00,28.85206269516859,77.31073221132839,Downtown,Monday,Evening,Fall,Cloudy,0.9868038244003492,2,1,18,-1
2663,Fraud,2022-02-19 14:29:00,28.58629627167058,77.38893885276843,Suburb A,Saturday,Afternoon,Fall,Foggy,0.8029750865038555,2,1,14,-1
2664,Drug Offense,2022-10-11 22:25:00,28.77112528012401,77.25017918019219,Commercial Hub,Tuesday,Evening,Fall,Clear,0.7406217276884183,1,0,22,5
2665,Theft,2023-01-14 11:40:00,28.743100848901086,77.17875666421362,Train Station,Saturday,Morning,Winter,Cloudy,0.8706974861398749,3,1,11,-1
2666,Assault,2024-08-08 22:40:00,28.61812059102873,77.13871336740048,Commercial Hub,Thursday,Evening,Summer,Snowy,0.6641786761636027,4,0,22,-1
2667,Homicide,2022-01-03 20:04:00,28.554640361460468,77.32140102508104,Downtown,Monday,Evening,Winter,Clear,0.7466322170525532,5,0,20,-1
2668,Drug Offense,2024-02-28 22:21:00,28.76065590419091,77.34640059931496,Train Station,Wednesday,Evening,Summer,Foggy,0.9580755134072008,4,1,22,-1
2669,Assault,2024-12-23 01:18:00,28.79543898325293,77.43548379993128,University Area,Monday,Night,Spring,Snowy,0.9778277126207668,5,1,1,-1
2670,Fraud,2024-05-22 08:44:00,28.62625093750534,77.17116704123049,Train Station,Wednesday,Morning,Fall,Clear,0.9635345580255924,5,1,8,-1
2671,Fraud,2023-03-01 21:05:00,28.75793304160893,77.38488615369279,Suburb A,Wednesday,Evening,Summer,Cloudy,0.6312240334819201,4,0,21,-1
2672,Burglary,2023-11-19 23:59:00,28.6580523630446,77.28067791209467,Commercial Hub,Sunday,Evening,Winter,Clear,0.6162345201083816,1,0,23,-1
2673,Fraud,2022-04-23 16:58:00,28.785282753313044,77.44141824533904,Park,Saturday,Afternoon,Summer,Rainy,0.6488322529646571,2,0,16,-1
2674,Robbery,2024-01-16 01:07:00,28.57968610995762,77.26390605414781,Train Station,Tuesday,Night,Summer,Foggy,0.72065555619423,1,0,1,-1
2675,Fraud,2024-02-24 11:29:00,28.856086001054468,77.25881491419898,University Area,Saturday,Morning,Spring,Cloudy,0.6570837063959818,2,0,11,-1
2676,Assault,2022-03-25 11:23:00,28.61496383858623,77.28893854072045,University Area,Friday,Morning,Fall,Cloudy,0.687106397869529,3,0,11,-1
2677,Theft,2022-12-25 20:35:00,28.64711439510246,77.37465767757122,Downtown,Sunday,Evening,Fall,Rainy,0.8103184760603798,5,1,20,-1
2678,Homicide,2022-05-18 17:45:00,28.52323678083214,77.48234523941423,Downtown,Wednesday,Afternoon,Winter,Snowy,0.881262838546988,4,1,17,-1
2679,Assault,2023-02-24 04:21:00,28.54460488492851,77.03678167710788,Train Station,Friday,Night,Winter,Cloudy,0.8677790991339585,3,1,4,-1
2680,Homicide,2023-05-04 17:07:00,28.70634476108493,77.0267173011955,Suburb B,Thursday,Afternoon,Spring,Snowy,0.907211783539576,2,1,17,-1
2681,Drug Offense,2024-09-06 23:48:00,28.607037070691188,77.46877516870367,University Area,Friday,Evening,Summer,Snowy,0.5160922016077011,1,0,23,-1
2682,Homicide,2023-03-06 23:48:00,28.83419209029688,77.2649378127591,Commercial Hub,Monday,Evening,Summer,Snowy,0.5238668948393781,4,0,23,-1
2683,Fraud,2023-04-07 10:22:00,28.50587735546198,77.30745150728347,Suburb B,Friday,Morning,Winter,Clear,0.8946914803443147,5,1,10,-1
2684,Burglary,2023-07-02 16:43:00,28.65163761946877,77.24121180079736,University Area,Sunday,Afternoon,Fall,Rainy,0.7665394111623159,3,1,16,-1
2685,Theft,2024-05-16 08:03:00,28.634938218707635,77.04682872630374,Suburb B,Thursday,Morning,Summer,Foggy,0.7890703368810601,5,1,8,-1
2686,Burglary,2022-05-10 11:22:00,28.50773105236704,77.38404468920933,Park,Tuesday,Morning,Spring,Rainy,0.5262934301071885,2,0,11,-1
2687,Vandalism,2024-07-15 15:32:00,28.549747359600204,77.37361232254429,Train Station,Monday,Afternoon,Winter,Cloudy,0.6276569005856354,5,0,15,-1
2688,Burglary,2024-12-14 03:30:00,28.66545706996745,77.15585166074641,Mall,Saturday,Night,Summer,Rainy,0.8191771524427389,1,1,3,-1
2689,Robbery,2024-12-25 21:52:00,28.69714583377898,77.1531196226142,Commercial Hub,Wednesday,Evening,Fall,Foggy,0.929590945055338,3,1,21,16
2690,Burglary,2024-12-27 09:28:00,28.661715898901942,77.41892069045277,Downtown,Friday,Morning,Fall,Clear,0.9584916985907012,3,1,9,-1
2691,Drug Offense,2024-01-24 21:44:00,28.71237507136484,77.03617862887066,Park,Wednesday,Evening,Spring,Cloudy,0.7502097479175409,1,1,21,-1
2692,Fraud,2022-05-15 06:57:00,28.738052669962272,77.44055257417828,Suburb A,Sunday,Morning,Spring,Clear,0.7727371163690988,5,1,6,-1
2693,Robbery,2024-07-26 02:05:00,28.503969528451133,77.12833084494795,University Area,Friday,Night,Winter,Cloudy,0.9165248155344954,1,1,2,-1
2694,Drug Offense,2024-03-11 05:18:00,28.6856380637814,77.29649237387774,Downtown,Monday,Night,Winter,Foggy,0.7688123003736773,4,1,5,-1
2695,Fraud,2022-06-07 03:10:00,28.88539969635504,77.46799708950088,University Area,Tuesday,Night,Fall,Clear,0.7584292627686586,1,1,3,-1
2696,Robbery,2023-07-20 03:44:00,28.70761291205181,77.33906125076832,Industrial Zone,Thursday,Night,Fall,Foggy,0.9525420188804768,5,1,3,-1
2697,Drug Offense,2022-10-31 15:09:00,28.77101690698358,77.20721490623352,Commercial Hub,Monday,Afternoon,Summer,Foggy,0.8949663605279401,1,1,15,29
2698,Fraud,2023-02-23 16:40:00,28.62474554316676,77.34476710445271,Train Station,Thursday,Afternoon,Summer,Rainy,0.9545362631806472,2,1,16,-1
2699,Robbery,2022-02-16 09:26:00,28.809596551261105,77.17198981815818,University Area,Wednesday,Morning,Summer,Cloudy,0.6091235273905768,1,0,9,-1
2700,Robbery,2022-09-28 15:22:00,28.80916859275045,77.13862920817459,Downtown,Wednesday,Afternoon,Spring,Snowy,0.7621877433276784,1,1,15,-1
2701,Robbery,2024-05-10 14:47:00,28.70851841906165,77.49834163896735,Mall,Friday,Afternoon,Spring,Snowy,0.921236064296679,5,1,14,-1
2702,Homicide,2022-02-13 09:12:00,28.890405529311685,77.3753951155899,University Area,Sunday,Morning,Summer,Clear,0.5555739137335545,4,0,9,-1
2703,Fraud,2022-05-09 00:55:00,28.55022008590506,77.3223599886909,University Area,Monday,Night,Fall,Foggy,0.8973310771469809,4,1,0,-1
2704,Robbery,2023-04-21 16:41:00,28.50677906595584,77.17764482160966,Mall,Friday,Afternoon,Winter,Rainy,0.5914866917074347,5,0,16,-1
2705,Fraud,2023-11-19 13:37:00,28.80806328470284,77.02458041457753,Commercial Hub,Sunday,Afternoon,Spring,Cloudy,0.9040593774926606,5,1,13,21
2706,Burglary,2023-12-04 20:41:00,28.82286221494596,77.01552843801758,University Area,Monday,Evening,Spring,Clear,0.8060004687784341,5,1,20,23
2707,Vandalism,2023-10-31 15:37:00,28.54808289164823,77.2770906277244,University Area,Tuesday,Afternoon,Summer,Foggy,0.5966179957424336,2,0,15,-1
2708,Fraud,2024-12-21 17:28:00,28.60623313318344,77.38101636051952,Train Station,Saturday,Afternoon,Winter,Snowy,0.7366770896664006,3,0,17,-1
2709,Vandalism,2024-07-26 09:36:00,28.507020945346653,77.26868959522193,Mall,Friday,Morning,Spring,Snowy,0.8409525832303858,1,1,9,-1
2710,Vandalism,2022-09-28 09:10:00,28.617323444312227,77.42039253596955,Commercial Hub,Wednesday,Morning,Winter,Cloudy,0.8169264504417713,5,1,9,-1
2711,Assault,2023-06-17 07:30:00,28.809256749567467,77.01671326654662,Commercial Hub,Saturday,Morning,Spring,Cloudy,0.7136235981158522,5,0,7,-1
2712,Assault,2024-02-01 09:49:00,28.707184211085032,77.18337603821297,Industrial Zone,Thursday,Morning,Winter,Cloudy,0.9496832644604636,5,1,9,-1
2713,Theft,2022-04-07 04:22:00,28.63923823726732,77.11853519558709,Industrial Zone,Thursday,Night,Winter,Clear,0.7596317072439221,4,1,4,-1
2714,Homicide,2023-08-06 14:10:00,28.64869571796253,77.22363648407855,Park,Sunday,Afternoon,Spring,Cloudy,0.7529336492643441,5,1,14,-1
2715,Robbery,2022-11-26 22:34:00,28.50054145028619,77.03618819659707,Suburb A,Saturday,Evening,Winter,Clear,0.5311252949707271,1,0,22,-1
2716,Robbery,2023-08-08 05:11:00,28.61992021102609,77.47706582078554,Park,Tuesday,Night,Fall,Rainy,0.9610601948988186,5,1,5,-1
2717,Robbery,2022-11-11 05:15:00,28.75858349665517,77.11162770053468,Suburb A,Friday,Night,Spring,Foggy,0.5885582843391866,1,0,5,2
2718,Drug Offense,2022-08-28 01:20:00,28.88967777752654,77.46115388774179,Downtown,Sunday,Night,Spring,Snowy,0.764172346718277,2,1,1,-1
2719,Assault,2022-09-17 14:16:00,28.83882433079356,77.21294657751834,Mall,Saturday,Afternoon,Fall,Clear,0.9017838007001552,3,1,14,-1
2720,Fraud,2024-01-28 05:13:00,28.509437985858213,77.4927620666276,Park,Sunday,Night,Winter,Foggy,0.6077266384778217,4,0,5,-1
2721,Vandalism,2022-03-13 21:20:00,28.85942424186993,77.27702919173011,University Area,Sunday,Evening,Fall,Cloudy,0.7636866449854205,1,1,21,-1
2722,Drug Offense,2023-12-06 04:23:00,28.81327936531945,77.4654164320879,Industrial Zone,Wednesday,Night,Spring,Snowy,0.6203424546116705,2,0,4,-1
2723,Robbery,2024-07-07 17:10:00,28.81215044942839,77.0026744943471,Suburb A,Sunday,Afternoon,Fall,Clear,0.8798474988999558,3,1,17,-1
2724,Theft,2024-12-28 09:07:00,28.68319830360143,77.37411940309045,Park,Saturday,Morning,Winter,Cloudy,0.7821705839365753,3,1,9,-1
2725,Robbery,2022-02-21 12:59:00,28.6592021171818,77.45152532655126,Suburb B,Monday,Afternoon,Fall,Foggy,0.9279879301975718,3,1,12,-1
2726,Assault,2024-10-19 04:29:00,28.62116629153328,77.06986028348948,Industrial Zone,Saturday,Night,Spring,Rainy,0.9472790014386914,1,1,4,-1
2727,Burglary,2023-10-18 04:00:00,28.526277943581743,77.04806292586608,Commercial Hub,Wednesday,Night,Winter,Foggy,0.824366741222699,2,1,4,-1
2728,Homicide,2024-11-05 10:41:00,28.59129414539748,77.21228630359298,Industrial Zone,Tuesday,Morning,Spring,Clear,0.8626956230794722,5,1,10,-1
2729,Drug Offense,2023-08-29 15:57:00,28.59864145399121,77.46683945306647,Park,Tuesday,Afternoon,Spring,Rainy,0.7746100499434319,2,1,15,-1
2730,Theft,2023-08-17 18:42:00,28.69363082788408,77.27119328009522,Mall,Thursday,Evening,Summer,Rainy,0.6922143665336915,2,0,18,-1
2731,Fraud,2022-10-29 18:46:00,28.79897776263868,77.26372823186087,Downtown,Saturday,Evening,Spring,Cloudy,0.8240589615104172,2,1,18,-1
2732,Drug Offense,2024-06-24 10:44:00,28.68952393135918,77.07056305914966,Suburb A,Monday,Morning,Spring,Foggy,0.9541443117436644,1,1,10,-1
2733,Vandalism,2022-08-19 23:30:00,28.523137779778864,77.00039475554661,Industrial Zone,Friday,Evening,Winter,Clear,0.7083401902157189,1,0,23,-1
2734,Fraud,2022-03-24 04:43:00,28.88311592039528,77.40507004537272,Downtown,Thursday,Night,Winter,Rainy,0.6572050131868976,1,0,4,-1
2735,Fraud,2022-08-28 09:01:00,28.87708972763764,77.04378728149312,University Area,Sunday,Morning,Winter,Cloudy,0.694218469276287,2,0,9,-1
2736,Drug Offense,2024-04-02 19:53:00,28.81407581725936,77.31692490936766,Commercial Hub,Tuesday,Evening,Fall,Rainy,0.7176988151057998,1,0,19,-1
2737,Robbery,2023-03-28 14:22:00,28.89653116062569,77.4573082272576,Train Station,Tuesday,Afternoon,Fall,Foggy,0.5367805144888581,3,0,14,-1
2738,Burglary,2022-07-09 10:03:00,28.717792933120105,77.10432595657922,University Area,Saturday,Morning,Winter,Snowy,0.7492209202174972,1,0,10,13
2739,Burglary,2023-02-04 18:33:00,28.88510734010128,77.33263641811845,Suburb B,Saturday,Evening,Fall,Clear,0.7471571240250299,4,0,18,-1
